id,edad,pais,tipo_visa,renovaciones_previas,fecha_inicio,fecha_final,dias_restantes,dias_desde_inicio,porcentaje_transcurrido,en_ultimos_3_meses,riesgo
318,41,Argentina,Turista,0,2022-12-16,2025-12-15,8,1087,99.27,1,alto_riesgo
1302,55,Colombia,Estudiante,3,2025-03-09,2026-03-09,92,273,74.79,0,bajo_riesgo
952,59,Brasil,Turista,0,2023-02-11,2026-02-10,65,1030,94.06,1,medio_riesgo
12,47,Bolivia,Negocios,0,2025-09-21,2025-12-20,13,77,85.56,1,alto_riesgo
171,27,Venezuela,Estudiante,0,2025-07-03,2025-12-30,23,157,87.22,1,alto_riesgo
260,25,Chile,Estudiante,1,2020-12-18,2025-12-17,10,1815,99.45,1,alto_riesgo
819,54,Haití,Residencia Temporal,0,2024-02-19,2026-02-18,73,657,90.0,1,medio_riesgo
1494,58,Brasil,Residencia Temporal,0,2026-07-02,2026-09-30,297,-207,-230.0,0,bajo_riesgo
796,22,Colombia,Turista,0,2025-08-15,2026-02-11,66,114,63.33,1,medio_riesgo
138,60,México,Trabajo,3,2024-12-27,2025-12-27,20,345,94.52,1,alto_riesgo
549,50,México,Estudiante,3,2025-08-22,2026-02-18,73,107,59.44,1,medio_riesgo
615,41,República Dominicana,Turista,0,2024-01-11,2026-01-10,34,696,95.34,1,medio_riesgo
845,62,Venezuela,Estudiante,3,2023-02-10,2026-02-09,64,1031,94.16,1,medio_riesgo
777,70,Venezuela,Turista,0,2025-08-06,2026-02-02,57,123,68.33,1,medio_riesgo
558,65,Colombia,Residencia Temporal,0,2024-02-09,2026-02-08,63,667,91.37,1,medio_riesgo
139,60,Brasil,Negocios,1,2024-12-31,2025-12-31,24,341,93.42,1,alto_riesgo
1309,44,Cuba,Estudiante,1,2026-07-01,2026-09-29,296,-206,-228.89,0,bajo_riesgo
1023,62,Colombia,Trabajo,2,2025-06-25,2026-06-25,200,165,45.21,0,bajo_riesgo
224,55,Ecuador,Turista,0,2022-12-26,2025-12-25,18,1077,98.36,1,alto_riesgo
963,67,Argentina,Estudiante,0,2025-11-14,2026-02-12,67,23,25.56,1,medio_riesgo
409,67,Colombia,Estudiante,3,2020-12-28,2025-12-27,20,1805,98.9,1,alto_riesgo
325,22,Colombia,Estudiante,1,2022-12-20,2025-12-19,12,1083,98.9,1,alto_riesgo
299,72,Venezuela,Turista,1,2024-12-09,2025-12-09,2,363,99.45,1,alto_riesgo
993,59,Brasil,Estudiante,1,2025-07-30,2026-01-26,50,130,72.22,1,medio_riesgo
1032,55,Colombia,Negocios,0,2026-01-14,2026-04-14,128,-38,-42.22,0,bajo_riesgo
670,65,Venezuela,Estudiante,4,2025-03-06,2026-03-06,89,276,75.62,1,medio_riesgo
1479,69,Perú,Negocios,2,2024-05-22,2026-05-22,166,564,77.26,0,bajo_riesgo
946,28,México,Turista,0,2025-08-25,2026-02-21,76,104,57.78,1,medio_riesgo
1269,42,México,Negocios,0,2023-08-19,2026-08-18,254,841,76.8,0,bajo_riesgo
573,37,México,Trabajo,1,2021-02-21,2026-02-20,75,1750,95.89,1,medio_riesgo
503,42,Brasil,Negocios,2,2025-08-02,2026-01-29,53,127,70.56,1,medio_riesgo
1037,19,Cuba,Residencia Temporal,0,2026-04-14,2026-10-11,308,-128,-71.11,0,bajo_riesgo
3,55,Colombia,Residencia Temporal,0,2025-09-09,2025-12-08,1,89,98.89,1,alto_riesgo
1468,67,México,Trabajo,0,2021-05-08,2026-05-07,151,1674,91.73,0,bajo_riesgo
467,67,Venezuela,Turista,0,2025-09-28,2025-12-27,20,70,77.78,1,alto_riesgo
321,57,Venezuela,Estudiante,2,2022-12-24,2025-12-23,16,1079,98.54,1,alto_riesgo
5,53,Colombia,Residencia Permanente,0,2020-12-29,2025-12-28,21,1804,98.85,1,alto_riesgo
973,45,Ecuador,Turista,1,2025-09-02,2026-03-01,84,96,53.33,1,medio_riesgo
547,35,Venezuela,Turista,0,2025-11-27,2026-02-25,80,10,11.11,1,medio_riesgo
1476,54,Brasil,Estudiante,0,2026-04-03,2026-07-02,207,-117,-130.0,0,bajo_riesgo
39,25,Perú,Turista,0,2023-12-14,2025-12-13,6,724,99.18,1,alto_riesgo
542,52,Honduras,Estudiante,0,2025-10-14,2026-01-12,36,54,60.0,1,medio_riesgo
242,37,Argentina,Residencia Temporal,0,2025-09-16,2025-12-15,8,82,91.11,1,alto_riesgo
136,61,Cuba,Residencia Temporal,1,2021-01-01,2025-12-31,24,1801,98.68,1,alto_riesgo
602,24,Bolivia,Negocios,0,2023-01-31,2026-01-30,54,1041,95.07,1,medio_riesgo
772,41,Nicaragua,Estudiante,0,2021-02-16,2026-02-15,70,1755,96.16,1,medio_riesgo
846,58,Ecuador,Turista,2,2025-07-16,2026-01-12,36,144,80.0,1,medio_riesgo
1090,74,Perú,Turista,0,2026-01-03,2026-04-03,117,-27,-30.0,0,bajo_riesgo
1365,67,Brasil,Estudiante,0,2026-03-27,2026-09-23,290,-110,-61.11,0,bajo_riesgo
581,28,Perú,Trabajo,0,2021-03-07,2026-03-06,89,1736,95.12,1,medio_riesgo
1474,45,Perú,Residencia Temporal,0,2025-09-13,2026-09-13,280,85,23.29,0,bajo_riesgo
788,59,Colombia,Trabajo,2,2025-11-13,2026-02-11,66,24,26.67,1,medio_riesgo
1388,61,Colombia,Turista,0,2023-06-23,2026-06-22,197,898,82.01,0,bajo_riesgo
376,60,Chile,Estudiante,3,2025-09-13,2025-12-12,5,85,94.44,1,alto_riesgo
314,23,Colombia,Turista,0,2020-12-12,2025-12-11,4,1821,99.78,1,alto_riesgo
442,58,México,Turista,0,2025-06-27,2025-12-24,17,163,90.56,1,alto_riesgo
319,44,Venezuela,Estudiante,1,2025-07-06,2026-01-02,26,154,85.56,1,alto_riesgo
1478,45,Brasil,Residencia Temporal,1,2025-12-17,2026-06-15,190,-10,-5.56,0,bajo_riesgo
793,54,Brasil,Estudiante,2,2025-01-17,2026-01-17,41,324,88.77,1,medio_riesgo
1132,46,Chile,Trabajo,0,2021-10-02,2026-10-01,298,1527,83.67,0,bajo_riesgo
424,25,Bolivia,Trabajo,0,2022-12-30,2025-12-29,22,1073,97.99,1,alto_riesgo
553,42,Ecuador,Negocios,2,2023-01-09,2026-01-08,32,1063,97.08,1,medio_riesgo
594,33,Perú,Trabajo,3,2024-02-19,2026-02-18,73,657,90.0,1,medio_riesgo
893,67,Chile,Trabajo,1,2024-02-23,2026-02-22,77,653,89.45,1,medio_riesgo
1481,26,Perú,Residencia Permanente,2,2023-11-27,2026-11-26,354,741,67.67,0,bajo_riesgo
1217,22,Nicaragua,Estudiante,2,2025-04-27,2026-04-27,141,224,61.37,0,bajo_riesgo
1164,43,Chile,Turista,0,2023-03-26,2026-03-25,108,987,90.14,0,bajo_riesgo
227,37,Colombia,Estudiante,0,2020-12-12,2025-12-11,4,1821,99.78,1,alto_riesgo
714,26,Chile,Residencia Temporal,0,2025-10-30,2026-01-28,52,38,42.22,1,medio_riesgo
810,65,Bolivia,Turista,0,2025-10-31,2026-01-29,53,37,41.11,1,medio_riesgo
979,51,Chile,Negocios,0,2021-02-28,2026-02-27,82,1743,95.51,1,medio_riesgo
1075,27,Perú,Turista,0,2025-10-17,2026-04-15,129,51,28.33,0,bajo_riesgo
66,47,Colombia,Estudiante,3,2020-12-10,2025-12-09,2,1823,99.89,1,alto_riesgo
393,64,Argentina,Estudiante,3,2023-12-22,2025-12-21,14,716,98.08,1,alto_riesgo
579,45,Cuba,Turista,0,2025-12-02,2026-03-02,85,5,5.56,1,medio_riesgo
989,72,Cuba,Negocios,1,2025-10-23,2026-01-21,45,45,50.0,1,medio_riesgo
211,47,Colombia,Estudiante,1,2023-01-01,2025-12-31,24,1071,97.81,1,alto_riesgo
1159,59,Ecuador,Estudiante,2,2026-02-07,2026-08-06,242,-62,-34.44,0,bajo_riesgo
781,23,México,Turista,0,2024-02-01,2026-01-31,55,675,92.47,1,medio_riesgo
536,39,Colombia,Turista,0,2025-02-26,2026-02-26,81,284,77.81,1,medio_riesgo
774,19,Colombia,Trabajo,0,2024-02-11,2026-02-10,65,665,91.1,1,medio_riesgo
661,39,Cuba,Turista,1,2021-01-13,2026-01-12,36,1789,98.03,1,medio_riesgo
85,23,Brasil,Turista,1,2022-12-11,2025-12-10,3,1092,99.73,1,alto_riesgo
1349,64,México,Negocios,0,2025-08-23,2026-08-23,259,106,29.04,0,bajo_riesgo
1216,60,Haití,Turista,0,2023-04-23,2026-04-22,136,959,87.58,0,bajo_riesgo
915,35,Nicaragua,Trabajo,2,2024-01-31,2026-01-30,54,676,92.6,1,medio_riesgo
660,58,Venezuela,Turista,0,2024-01-13,2026-01-12,36,694,95.07,1,medio_riesgo
1350,26,Argentina,Residencia Permanente,0,2026-04-06,2026-07-05,210,-120,-133.33,0,bajo_riesgo
630,55,Venezuela,Negocios,0,2021-03-05,2026-03-04,87,1738,95.23,1,medio_riesgo
1033,22,Venezuela,Turista,0,2026-04-23,2026-10-20,317,-137,-76.11,0,bajo_riesgo
1399,61,Haití,Turista,0,2023-10-26,2026-10-25,322,773,70.59,0,bajo_riesgo
1092,62,Chile,Residencia Temporal,0,2021-07-21,2026-07-20,225,1600,87.67,0,bajo_riesgo
273,60,Colombia,Trabajo,3,2023-01-04,2026-01-03,27,1068,97.53,1,alto_riesgo
722,44,Cuba,Turista,0,2025-12-06,2026-03-06,89,1,1.11,1,medio_riesgo
362,59,Argentina,Negocios,0,2022-12-24,2025-12-23,16,1079,98.54,1,alto_riesgo
622,20,México,Trabajo,0,2024-01-28,2026-01-27,51,679,93.01,1,medio_riesgo
2,61,Venezuela,Turista,1,2025-09-26,2025-12-25,18,72,80.0,1,alto_riesgo
6,52,Cuba,Turista,0,2022-12-23,2025-12-22,15,1080,98.63,1,alto_riesgo
311,74,Ecuador,Estudiante,2,2023-01-05,2026-01-04,28,1067,97.44,1,alto_riesgo
1167,68,Colombia,Estudiante,1,2023-09-07,2026-09-06,273,822,75.07,0,bajo_riesgo
938,51,Chile,Estudiante,2,2025-10-08,2026-01-06,30,60,66.67,1,medio_riesgo
1477,64,Honduras,Trabajo,0,2023-07-06,2026-07-05,210,885,80.82,0,bajo_riesgo
215,19,Colombia,Negocios,0,2025-06-21,2025-12-18,11,169,93.89,1,alto_riesgo
1320,36,Perú,Turista,1,2025-06-13,2026-06-13,188,177,48.49,0,bajo_riesgo
27,49,Chile,Residencia Temporal,0,2023-12-29,2025-12-28,21,709,97.12,1,alto_riesgo
1465,35,Chile,Trabajo,1,2026-02-10,2026-05-11,155,-65,-72.22,0,bajo_riesgo
1024,27,Argentina,Turista,0,2025-07-12,2026-07-12,217,148,40.55,0,bajo_riesgo
785,23,Argentina,Turista,0,2023-01-31,2026-01-30,54,1041,95.07,1,medio_riesgo
638,38,Venezuela,Residencia Permanente,0,2021-02-02,2026-02-01,56,1769,96.93,1,medio_riesgo
829,56,Ecuador,Estudiante,0,2023-01-27,2026-01-26,50,1045,95.43,1,medio_riesgo
826,43,Venezuela,Estudiante,1,2024-02-15,2026-02-14,69,661,90.55,1,medio_riesgo
624,26,Honduras,Trabajo,1,2025-02-14,2026-02-14,69,296,81.1,1,medio_riesgo
849,59,Nicaragua,Estudiante,1,2025-02-23,2026-02-23,78,287,78.63,1,medio_riesgo
256,25,Honduras,Residencia Temporal,0,2025-07-01,2025-12-28,21,159,88.33,1,alto_riesgo
25,43,Nicaragua,Negocios,0,2022-12-15,2025-12-14,7,1088,99.36,1,alto_riesgo
336,61,Colombia,Estudiante,2,2021-01-02,2026-01-01,25,1800,98.63,1,alto_riesgo
572,26,Venezuela,Residencia Temporal,0,2025-10-13,2026-01-11,35,55,61.11,1,medio_riesgo
47,41,México,Estudiante,3,2025-01-03,2026-01-03,27,338,92.6,1,alto_riesgo
106,34,Chile,Turista,2,2025-10-06,2026-01-04,28,62,68.89,1,alto_riesgo
349,68,Venezuela,Estudiante,1,2022-12-17,2025-12-16,9,1086,99.18,1,alto_riesgo
55,60,Perú,Turista,0,2022-12-23,2025-12-22,15,1080,98.63,1,alto_riesgo
808,63,Haití,Trabajo,0,2025-07-27,2026-01-23,47,133,73.89,1,medio_riesgo
213,35,Ecuador,Residencia Temporal,1,2023-12-16,2025-12-15,8,722,98.9,1,alto_riesgo
120,19,Honduras,Residencia Permanente,0,2023-12-19,2025-12-18,11,719,98.49,1,alto_riesgo
869,31,Perú,Estudiante,0,2021-02-24,2026-02-23,78,1747,95.73,1,medio_riesgo
855,19,Venezuela,Turista,0,2024-01-25,2026-01-24,48,682,93.42,1,medio_riesgo
72,69,Perú,Turista,1,2025-09-26,2025-12-25,18,72,80.0,1,alto_riesgo
1380,34,Colombia,Turista,0,2023-06-30,2026-06-29,204,891,81.37,0,bajo_riesgo
720,40,Nicaragua,Turista,0,2021-01-19,2026-01-18,42,1783,97.7,1,medio_riesgo
45,52,Colombia,Trabajo,4,2025-09-25,2025-12-24,17,73,81.11,1,alto_riesgo
1263,58,Venezuela,Residencia Permanente,1,2024-05-09,2026-05-09,153,577,79.04,0,bajo_riesgo
523,65,Venezuela,Turista,0,2025-11-27,2026-02-25,80,10,11.11,1,medio_riesgo
868,55,Ecuador,Turista,0,2021-01-07,2026-01-06,30,1795,98.36,1,medio_riesgo
1107,44,Brasil,Estudiante,4,2023-11-06,2026-11-05,333,762,69.59,0,bajo_riesgo
1274,71,Ecuador,Turista,1,2021-08-15,2026-08-14,250,1575,86.3,0,bajo_riesgo
802,39,Colombia,Estudiante,2,2023-02-15,2026-02-14,69,1026,93.7,1,medio_riesgo
533,70,Venezuela,Turista,0,2025-10-24,2026-01-22,46,44,48.89,1,medio_riesgo
1137,74,Nicaragua,Trabajo,3,2025-10-07,2026-04-05,119,61,33.89,0,bajo_riesgo
603,44,Brasil,Estudiante,0,2025-09-03,2026-03-02,85,95,52.78,1,medio_riesgo
465,51,Colombia,Negocios,0,2024-12-13,2025-12-13,6,359,98.36,1,alto_riesgo
1202,24,Brasil,Trabajo,2,2025-12-17,2026-03-17,100,-10,-11.11,0,bajo_riesgo
1277,40,Colombia,Residencia Permanente,2,2021-05-14,2026-05-13,157,1668,91.4,0,bajo_riesgo
1443,43,Bolivia,Estudiante,1,2026-01-19,2026-07-18,223,-43,-23.89,0,bajo_riesgo
988,32,Venezuela,Estudiante,2,2025-10-08,2026-01-06,30,60,66.67,1,medio_riesgo
60,73,México,Residencia Temporal,0,2025-06-27,2025-12-24,17,163,90.56,1,alto_riesgo
885,38,Bolivia,Negocios,1,2025-11-16,2026-02-14,69,21,23.33,1,medio_riesgo
92,26,Venezuela,Trabajo,2,2023-12-18,2025-12-17,10,720,98.63,1,alto_riesgo
666,59,Venezuela,Residencia Permanente,0,2021-02-10,2026-02-09,64,1761,96.49,1,medio_riesgo
705,69,Venezuela,Turista,0,2024-01-08,2026-01-07,31,699,95.75,1,medio_riesgo
194,26,México,Negocios,0,2022-12-12,2025-12-11,4,1091,99.63,1,alto_riesgo
280,35,Brasil,Turista,0,2023-12-18,2025-12-17,10,720,98.63,1,alto_riesgo
695,66,Venezuela,Turista,0,2025-11-27,2026-02-25,80,10,11.11,1,medio_riesgo
359,42,Colombia,Trabajo,1,2020-12-30,2025-12-29,22,1803,98.79,1,alto_riesgo
519,51,Colombia,Estudiante,4,2023-01-11,2026-01-10,34,1061,96.89,1,medio_riesgo
812,41,Venezuela,Trabajo,2,2025-07-16,2026-01-12,36,144,80.0,1,medio_riesgo
767,59,Ecuador,Turista,2,2025-11-10,2026-02-08,63,27,30.0,1,medio_riesgo
182,28,Honduras,Estudiante,3,2022-12-13,2025-12-12,5,1090,99.54,1,alto_riesgo
1486,65,México,Trabajo,1,2025-09-07,2026-09-07,274,91,24.93,0,bajo_riesgo
110,46,Chile,Trabajo,1,2022-12-22,2025-12-21,14,1081,98.72,1,alto_riesgo
42,50,Perú,Estudiante,3,2021-01-05,2026-01-04,28,1797,98.47,1,alto_riesgo
1006,52,República Dominicana,Turista,0,2025-03-11,2026-03-11,94,271,74.25,0,bajo_riesgo
204,40,República Dominicana,Turista,0,2024-12-29,2025-12-29,22,343,93.97,1,alto_riesgo
820,28,Argentina,Negocios,0,2025-01-25,2026-01-25,49,316,86.58,1,medio_riesgo
52,34,República Dominicana,Turista,0,2023-12-28,2025-12-27,20,710,97.26,1,alto_riesgo
545,46,Honduras,Trabajo,1,2021-01-09,2026-01-08,32,1793,98.25,1,medio_riesgo
1131,35,República Dominicana,Estudiante,2,2025-10-23,2026-04-21,135,45,25.0,0,bajo_riesgo
1157,61,Haití,Turista,0,2025-04-08,2026-04-08,122,243,66.58,0,bajo_riesgo
1467,20,Brasil,Turista,0,2021-09-25,2026-09-24,291,1534,84.05,0,bajo_riesgo
910,66,Venezuela,Turista,1,2025-12-05,2026-03-05,88,2,2.22,1,medio_riesgo
183,52,Nicaragua,Residencia Temporal,0,2022-12-21,2025-12-20,13,1082,98.81,1,alto_riesgo
137,60,Argentina,Estudiante,0,2025-09-22,2025-12-21,14,76,84.44,1,alto_riesgo
1149,26,Colombia,Estudiante,2,2025-09-12,2026-03-11,94,86,47.78,0,bajo_riesgo
80,60,Perú,Trabajo,2,2025-06-15,2025-12-12,5,175,97.22,1,alto_riesgo
1212,63,Perú,Residencia Temporal,0,2026-02-27,2026-05-28,172,-82,-91.11,0,bajo_riesgo
105,58,Argentina,Trabajo,3,2023-12-25,2025-12-24,17,713,97.67,1,alto_riesgo
541,23,Ecuador,Residencia Temporal,0,2025-08-31,2026-02-27,82,98,54.44,1,medio_riesgo
1313,70,Colombia,Trabajo,2,2025-12-11,2026-03-11,94,-4,-4.44,0,bajo_riesgo
480,67,Colombia,Trabajo,1,2025-06-18,2025-12-15,8,172,95.56,1,alto_riesgo
165,75,Perú,Negocios,0,2024-01-05,2026-01-04,28,702,96.16,1,alto_riesgo
248,24,Argentina,Turista,2,2020-12-15,2025-12-14,7,1818,99.62,1,alto_riesgo
307,48,Cuba,Residencia Temporal,1,2024-12-16,2025-12-16,9,356,97.53,1,alto_riesgo
446,56,Cuba,Estudiante,0,2021-01-02,2026-01-01,25,1800,98.63,1,alto_riesgo
746,30,Venezuela,Turista,1,2021-02-13,2026-02-12,67,1758,96.33,1,medio_riesgo
334,67,Venezuela,Turista,1,2024-12-27,2025-12-27,20,345,94.52,1,alto_riesgo
97,74,Perú,Estudiante,0,2025-06-20,2025-12-17,10,170,94.44,1,alto_riesgo
759,34,Venezuela,Residencia Temporal,0,2023-02-13,2026-02-12,67,1028,93.88,1,medio_riesgo
737,42,Perú,Trabajo,0,2024-02-10,2026-02-09,64,666,91.23,1,medio_riesgo
836,67,Cuba,Negocios,0,2024-02-22,2026-02-21,76,654,89.59,1,medio_riesgo
942,24,Venezuela,Estudiante,1,2025-03-03,2026-03-03,86,279,76.44,1,medio_riesgo
102,34,Chile,Turista,0,2020-12-12,2025-12-11,4,1821,99.78,1,alto_riesgo
434,54,Cuba,Residencia Temporal,0,2020-12-21,2025-12-20,13,1812,99.29,1,alto_riesgo
74,23,Colombia,Turista,2,2025-07-08,2026-01-04,28,152,84.44,1,alto_riesgo
1340,53,Venezuela,Negocios,1,2026-02-17,2026-05-18,162,-72,-80.0,0,bajo_riesgo
1124,56,Chile,Turista,0,2026-06-30,2026-09-28,295,-205,-227.78,0,bajo_riesgo
1359,72,Cuba,Turista,1,2026-06-10,2026-12-07,365,-185,-102.78,0,bajo_riesgo
302,27,Colombia,Estudiante,1,2025-06-12,2025-12-09,2,178,98.89,1,alto_riesgo
1262,39,México,Turista,0,2026-07-07,2026-10-05,302,-212,-235.56,0,bajo_riesgo
1223,40,Venezuela,Turista,1,2021-07-23,2026-07-22,227,1598,87.56,0,bajo_riesgo
733,29,Nicaragua,Estudiante,2,2023-02-03,2026-02-02,57,1038,94.79,1,medio_riesgo
388,22,Venezuela,Trabajo,0,2020-12-28,2025-12-27,20,1805,98.9,1,alto_riesgo
235,36,Colombia,Residencia Permanente,0,2020-12-13,2025-12-12,5,1820,99.73,1,alto_riesgo
1245,59,Perú,Turista,0,2026-04-06,2026-07-05,210,-120,-133.33,0,bajo_riesgo
267,20,México,Residencia Temporal,1,2023-12-14,2025-12-13,6,724,99.18,1,alto_riesgo
305,47,Colombia,Negocios,0,2023-12-13,2025-12-12,5,725,99.32,1,alto_riesgo
117,74,Venezuela,Trabajo,3,2020-12-28,2025-12-27,20,1805,98.9,1,alto_riesgo
1211,71,México,Estudiante,1,2025-06-18,2026-06-18,193,172,47.12,0,bajo_riesgo
673,47,Perú,Estudiante,4,2023-02-10,2026-02-09,64,1031,94.16,1,medio_riesgo
249,31,Nicaragua,Residencia Permanente,0,2025-06-13,2025-12-10,3,177,98.33,1,alto_riesgo
1093,36,Cuba,Negocios,0,2026-01-25,2026-04-25,139,-49,-54.44,0,bajo_riesgo
1079,22,Bolivia,Trabajo,1,2021-05-02,2026-05-01,145,1680,92.05,0,bajo_riesgo
71,33,Bolivia,Estudiante,3,2023-12-11,2025-12-10,3,727,99.59,1,alto_riesgo
94,47,Argentina,Turista,0,2025-09-27,2025-12-26,19,71,78.89,1,alto_riesgo
847,60,Perú,Turista,0,2021-01-17,2026-01-16,40,1785,97.81,1,medio_riesgo
33,27,Colombia,Negocios,0,2021-01-03,2026-01-02,26,1799,98.58,1,alto_riesgo
1100,75,Nicaragua,Turista,0,2021-04-23,2026-04-22,136,1689,92.55,0,bajo_riesgo
448,49,Perú,Residencia Temporal,0,2022-12-27,2025-12-26,19,1076,98.26,1,alto_riesgo
445,24,Brasil,Residencia Temporal,0,2025-06-17,2025-12-14,7,173,96.11,1,alto_riesgo
771,27,Argentina,Turista,0,2024-02-08,2026-02-07,62,668,91.51,1,medio_riesgo
716,26,Bolivia,Trabajo,2,2025-10-22,2026-01-20,44,46,51.11,1,medio_riesgo
886,73,República Dominicana,Residencia Permanente,0,2024-01-07,2026-01-06,30,700,95.89,1,medio_riesgo
1244,35,Argentina,Estudiante,0,2023-06-30,2026-06-29,204,891,81.37,0,bajo_riesgo
900,34,Nicaragua,Trabajo,1,2025-11-29,2026-02-27,82,8,8.89,1,medio_riesgo
1035,20,México,Estudiante,3,2025-10-03,2026-04-01,115,65,36.11,0,bajo_riesgo
77,42,Haití,Turista,0,2024-12-20,2025-12-20,13,352,96.44,1,alto_riesgo
84,72,Colombia,Trabajo,1,2022-12-10,2025-12-09,2,1093,99.82,1,alto_riesgo
834,41,Colombia,Negocios,0,2025-08-15,2026-02-11,66,114,63.33,1,medio_riesgo
82,65,Colombia,Negocios,0,2024-12-31,2025-12-31,24,341,93.42,1,alto_riesgo
457,57,Argentina,Estudiante,1,2023-12-21,2025-12-20,13,717,98.22,1,alto_riesgo
918,74,Colombia,Estudiante,1,2025-02-06,2026-02-06,61,304,83.29,1,medio_riesgo
676,39,Ecuador,Trabajo,0,2021-02-05,2026-02-04,59,1766,96.77,1,medio_riesgo
984,54,Perú,Turista,0,2024-02-07,2026-02-06,61,669,91.64,1,medio_riesgo
1239,61,Colombia,Negocios,0,2023-05-23,2026-05-22,166,929,84.84,0,bajo_riesgo
436,19,Chile,Estudiante,4,2022-12-14,2025-12-13,6,1089,99.45,1,alto_riesgo
770,71,Brasil,Turista,0,2021-01-11,2026-01-10,34,1791,98.14,1,medio_riesgo
644,52,Colombia,Turista,0,2021-01-29,2026-01-28,52,1773,97.15,1,medio_riesgo
1119,44,Colombia,Turista,0,2026-01-27,2026-04-27,141,-51,-56.67,0,bajo_riesgo
905,70,Brasil,Negocios,0,2023-01-10,2026-01-09,33,1062,96.99,1,medio_riesgo
1193,47,Ecuador,Trabajo,2,2025-11-30,2026-11-30,358,7,1.92,0,bajo_riesgo
404,56,Bolivia,Turista,0,2022-12-12,2025-12-11,4,1091,99.63,1,alto_riesgo
1303,47,Colombia,Turista,1,2026-02-24,2026-05-25,169,-79,-87.78,0,bajo_riesgo
933,41,Colombia,Turista,0,2025-08-20,2026-02-16,71,109,60.56,1,medio_riesgo
1485,70,Ecuador,Turista,0,2024-04-25,2026-04-25,139,591,80.96,0,bajo_riesgo
104,31,Colombia,Turista,1,2020-12-15,2025-12-14,7,1818,99.62,1,alto_riesgo
609,40,Chile,Turista,0,2024-01-25,2026-01-24,48,682,93.42,1,medio_riesgo
1455,53,Venezuela,Turista,2,2025-11-05,2026-11-05,333,32,8.77,0,bajo_riesgo
688,43,Ecuador,Estudiante,2,2021-03-07,2026-03-06,89,1736,95.12,1,medio_riesgo
948,57,Chile,Turista,0,2025-09-03,2026-03-02,85,95,52.78,1,medio_riesgo
931,37,Venezuela,Estudiante,0,2025-03-06,2026-03-06,89,276,75.62,1,medio_riesgo
62,26,Venezuela,Estudiante,2,2023-01-06,2026-01-05,29,1066,97.35,1,alto_riesgo
281,74,Colombia,Turista,0,2025-09-12,2025-12-11,4,86,95.56,1,alto_riesgo
778,24,Chile,Estudiante,3,2025-08-12,2026-02-08,63,117,65.0,1,medio_riesgo
1393,43,Nicaragua,Turista,0,2021-03-17,2026-03-16,99,1726,94.58,0,bajo_riesgo
238,39,Colombia,Trabajo,0,2024-12-09,2025-12-09,2,363,99.45,1,alto_riesgo
223,43,Haití,Negocios,0,2020-12-18,2025-12-17,10,1815,99.45,1,alto_riesgo
145,37,Colombia,Turista,0,2022-12-22,2025-12-21,14,1081,98.72,1,alto_riesgo
1398,60,Colombia,Trabajo,1,2021-06-01,2026-05-31,175,1650,90.41,0,bajo_riesgo
373,39,Ecuador,Estudiante,2,2023-01-03,2026-01-02,26,1069,97.63,1,alto_riesgo
1228,26,Ecuador,Trabajo,2,2025-10-08,2026-04-06,120,60,33.33,0,bajo_riesgo
118,27,Perú,Turista,2,2025-06-18,2025-12-15,8,172,95.56,1,alto_riesgo
1166,64,Chile,Trabajo,2,2021-12-06,2026-12-05,363,1462,80.11,0,bajo_riesgo
250,33,Brasil,Estudiante,0,2025-06-13,2025-12-10,3,177,98.33,1,alto_riesgo
1444,44,México,Negocios,0,2023-04-14,2026-04-13,127,968,88.4,0,bajo_riesgo
1022,23,Cuba,Trabajo,0,2021-08-10,2026-08-09,245,1580,86.58,0,bajo_riesgo
9,31,Ecuador,Turista,2,2025-09-19,2025-12-18,11,79,87.78,1,alto_riesgo
449,46,Colombia,Turista,0,2023-01-06,2026-01-05,29,1066,97.35,1,alto_riesgo
882,29,Venezuela,Estudiante,1,2021-02-10,2026-02-09,64,1761,96.49,1,medio_riesgo
708,62,Colombia,Turista,0,2025-10-11,2026-01-09,33,57,63.33,1,medio_riesgo
255,55,Chile,Estudiante,2,2023-12-15,2025-12-14,7,723,99.04,1,alto_riesgo
593,52,Brasil,Turista,0,2024-01-26,2026-01-25,49,681,93.29,1,medio_riesgo
389,55,Brasil,Trabajo,1,2023-12-19,2025-12-18,11,719,98.49,1,alto_riesgo
1087,64,Venezuela,Negocios,0,2025-04-23,2026-04-23,137,228,62.47,0,bajo_riesgo
1200,74,Perú,Turista,0,2023-12-06,2026-12-05,363,732,66.85,0,bajo_riesgo
557,35,Chile,Trabajo,0,2025-10-15,2026-01-13,37,53,58.89,1,medio_riesgo
1287,62,Venezuela,Trabajo,2,2023-06-20,2026-06-19,194,901,82.28,0,bajo_riesgo
839,61,Venezuela,Trabajo,1,2025-02-15,2026-02-15,70,295,80.82,1,medio_riesgo
460,59,Cuba,Estudiante,0,2023-12-28,2025-12-27,20,710,97.26,1,alto_riesgo
723,33,Brasil,Negocios,0,2023-01-13,2026-01-12,36,1059,96.71,1,medio_riesgo
1381,43,Chile,Estudiante,1,2024-08-30,2026-08-30,266,464,63.56,0,bajo_riesgo
144,37,Perú,Trabajo,1,2025-10-05,2026-01-03,27,63,70.0,1,alto_riesgo
501,74,Cuba,Trabajo,1,2024-01-08,2026-01-07,31,699,95.75,1,medio_riesgo
